#    L    TT             EE             TE             PP             TP          
  1009   0.978742E+03   0.418713E+02  -0.359424E+02   0.269213E+06   0.266336E+02
  1010   0.977860E+03   0.417624E+02  -0.372840E+02   0.268713E+06   0.260674E+02
  1011   0.977115E+03   0.416481E+02  -0.386142E+02   0.268215E+06   0.255063E+02
  1012   0.976492E+03   0.415285E+02  -0.399326E+02   0.267718E+06   0.249504E+02
  1013   0.975990E+03   0.414035E+02  -0.412390E+02   0.267223E+06   0.243996E+02
  1014   0.975625E+03   0.412733E+02  -0.425326E+02   0.266728E+06   0.238539E+02
  1015   0.975374E+03   0.411375E+02  -0.438132E+02   0.266235E+06   0.233134E+02
  1016   0.975252E+03   0.409963E+02  -0.450803E+02   0.265743E+06   0.227781E+02
  1017   0.975260E+03   0.408495E+02  -0.463335E+02   0.265252E+06   0.222480E+02
  1018   0.975383E+03   0.406971E+02  -0.475722E+02   0.264763E+06   0.217230E+02
  1019   0.975628E+03   0.405391E+02  -0.487961E+02   0.264275E+06   0.212033E+02
  1020   0.975995E+03   0.403754E+02  -0.500043E+02   0.263787E+06   0.206888E+02
  1021   0.976477E+03   0.402064E+02  -0.511963E+02   0.263302E+06   0.201795E+02
  1022   0.977075E+03   0.400321E+02  -0.523713E+02   0.262817E+06   0.196754E+02
  1023   0.977773E+03   0.398528E+02  -0.535286E+02   0.262334E+06   0.191766E+02
  1024   0.978586E+03   0.396685E+02  -0.546676E+02   0.261851E+06   0.186831E+02
  1025   0.979492E+03   0.394796E+02  -0.557874E+02   0.261370E+06   0.181948E+02
  1026   0.980507E+03   0.392860E+02  -0.568875E+02   0.260890E+06   0.177118E+02
  1027   0.981615E+03   0.390878E+02  -0.579681E+02   0.260412E+06   0.172341E+02
  1028   0.982816E+03   0.388851E+02  -0.590289E+02   0.259934E+06   0.167616E+02
  1029   0.984126E+03   0.386780E+02  -0.600701E+02   0.259458E+06   0.162945E+02
  1030   0.985522E+03   0.384664E+02  -0.610917E+02   0.258983E+06   0.158327E+02
  1031   0.987019E+03   0.382505E+02  -0.620941E+02   0.258509E+06   0.153763E+02
  1032   0.988603E+03   0.380304E+02  -0.630769E+02   0.258036E+06   0.149251E+02
  1033   0.990289E+03   0.378060E+02  -0.640405E+02   0.257565E+06   0.144793E+02
  1034   0.992061E+03   0.375775E+02  -0.649841E+02   0.257094E+06   0.140389E+02
  1035   0.993927E+03   0.373450E+02  -0.659071E+02   0.256625E+06   0.136039E+02
  1036   0.995872E+03   0.371087E+02  -0.668089E+02   0.256157E+06   0.131742E+02
  1037   0.997890E+03   0.368686E+02  -0.676889E+02   0.255690E+06   0.127499E+02
  1038   0.999995E+03   0.366250E+02  -0.685465E+02   0.255225E+06   0.123310E+02
  1039   0.100217E+04   0.363779E+02  -0.693811E+02   0.254760E+06   0.119176E+02
  1040   0.100441E+04   0.361273E+02  -0.701920E+02   0.254297E+06   0.115095E+02
  1041   0.100673E+04   0.358736E+02  -0.709791E+02   0.253834E+06   0.111069E+02
  1042   0.100911E+04   0.356165E+02  -0.717425E+02   0.253373E+06   0.107097E+02
  1043   0.101155E+04   0.353561E+02  -0.724818E+02   0.252913E+06   0.103180E+02
  1044   0.101406E+04   0.350925E+02  -0.731977E+02   0.252454E+06   0.993177E+01
  1045   0.101663E+04   0.348256E+02  -0.738893E+02   0.251996E+06   0.955099E+01
  1046   0.101925E+04   0.345556E+02  -0.745575E+02   0.251540E+06   0.917570E+01
  1047   0.102194E+04   0.342823E+02  -0.752015E+02   0.251084E+06   0.880590E+01
  1048   0.102468E+04   0.340060E+02  -0.758213E+02   0.250630E+06   0.844160E+01
  1049   0.102748E+04   0.337270E+02  -0.764161E+02   0.250177E+06   0.808282E+01
  1050   0.103033E+04   0.334454E+02  -0.769876E+02   0.249725E+06   0.772957E+01
  1051   0.103322E+04   0.331614E+02  -0.775349E+02   0.249274E+06   0.738184E+01
  1052   0.103615E+04   0.328750E+02  -0.780573E+02   0.248824E+06   0.703964E+01
  1053   0.103913E+04   0.325868E+02  -0.785548E+02   0.248375E+06   0.670294E+01
  1054   0.104215E+04   0.322967E+02  -0.790274E+02   0.247927E+06   0.637174E+01
  1055   0.104520E+04   0.320050E+02  -0.794758E+02   0.247481E+06   0.604600E+01
  1056   0.104829E+04   0.317116E+02  -0.798992E+02   0.247035E+06   0.572573E+01
  1057   0.105141E+04   0.314166E+02  -0.802969E+02   0.246591E+06   0.541090E+01
  1058   0.105456E+04   0.311202E+02  -0.806704E+02   0.246147E+06   0.510150E+01
  1059   0.105773E+04   0.308225E+02  -0.810182E+02   0.245705E+06   0.479752E+01
  1060   0.106093E+04   0.305235E+02  -0.813402E+02   0.245264E+06   0.449893E+01
  1061   0.106415E+04   0.302234E+02  -0.816379E+02   0.244824E+06   0.420573E+01
  1062   0.106740E+04   0.299223E+02  -0.819092E+02   0.244385E+06   0.391790E+01
  1063   0.107066E+04   0.296201E+02  -0.821561E+02   0.243947E+06   0.363542E+01
  1064   0.107393E+04   0.293172E+02  -0.823773E+02   0.243510E+06   0.335827E+01
  1065   0.107722E+04   0.290135E+02  -0.825727E+02   0.243074E+06   0.308645E+01
  1066   0.108051E+04   0.287092E+02  -0.827437E+02   0.242640E+06   0.281994E+01
  1067   0.108381E+04   0.284044E+02  -0.828890E+02   0.242206E+06   0.255872E+01
  1068   0.108713E+04   0.280992E+02  -0.830091E+02   0.241773E+06   0.230277E+01
  1069   0.109044E+04   0.277937E+02  -0.831042E+02   0.241342E+06   0.205209E+01
  1070   0.109375E+04   0.274881E+02  -0.831741E+02   0.240911E+06   0.180666E+01
  1071   0.109707E+04   0.271823E+02  -0.832190E+02   0.240482E+06   0.156645E+01
  1072   0.110038E+04   0.268768E+02  -0.832394E+02   0.240054E+06   0.133146E+01
  1073   0.110368E+04   0.265714E+02  -0.832347E+02   0.239626E+06   0.110167E+01
  1074   0.110697E+04   0.262664E+02  -0.832055E+02   0.239200E+06   0.877072E+00
  1075   0.111025E+04   0.259618E+02  -0.831520E+02   0.238775E+06   0.657639E+00
  1076   0.111352E+04   0.256579E+02  -0.830732E+02   0.238351E+06   0.443361E+00
  1077   0.111677E+04   0.253546E+02  -0.829708E+02   0.237928E+06   0.234224E+00
  1078   0.112001E+04   0.250521E+02  -0.828447E+02   0.237505E+06   0.302104E-01
  1079   0.112322E+04   0.247506E+02  -0.826940E+02   0.237084E+06  -0.168694E+00
  1080   0.112642E+04   0.244501E+02  -0.825204E+02   0.236664E+06  -0.362504E+00
  1081   0.112959E+04   0.241507E+02  -0.823223E+02   0.236245E+06  -0.551235E+00
  1082   0.113273E+04   0.238526E+02  -0.821012E+02   0.235827E+06  -0.734902E+00
  1083   0.113584E+04   0.235559E+02  -0.818570E+02   0.235410E+06  -0.913522E+00
  1084   0.113893E+04   0.232607E+02  -0.815898E+02   0.234994E+06  -0.108711E+01
  1085   0.114198E+04   0.229670E+02  -0.813003E+02   0.234579E+06  -0.125568E+01
  1086   0.114500E+04   0.226750E+02  -0.809870E+02   0.234165E+06  -0.141924E+01
  1087   0.114798E+04   0.223846E+02  -0.806520E+02   0.233753E+06  -0.157782E+01
  1088   0.115092E+04   0.220962E+02  -0.802948E+02   0.233341E+06  -0.173143E+01
  1089   0.115382E+04   0.218099E+02  -0.799152E+02   0.232930E+06  -0.188008E+01
  1090   0.115667E+04   0.215255E+02  -0.795139E+02   0.232520E+06  -0.202378E+01
  1091   0.115949E+04   0.212433E+02  -0.790918E+02   0.232111E+06  -0.216256E+01
  1092   0.116225E+04   0.209634E+02  -0.786480E+02   0.231703E+06  -0.229643E+01
  1093   0.116497E+04   0.206860E+02  -0.781841E+02   0.231296E+06  -0.242541E+01
  1094   0.116764E+04   0.204110E+02  -0.776992E+02   0.230890E+06  -0.254950E+01
  1095   0.117025E+04   0.201387E+02  -0.771949E+02   0.230485E+06  -0.266873E+01
  1096   0.117282E+04   0.198691E+02  -0.766703E+02   0.230081E+06  -0.278311E+01
  1097   0.117533E+04   0.196024E+02  -0.761263E+02   0.229678E+06  -0.289265E+01
  1098   0.117779E+04   0.193385E+02  -0.755635E+02   0.229276E+06  -0.299737E+01
  1099   0.118018E+04   0.190777E+02  -0.749820E+02   0.228875E+06  -0.309729E+01
  1100   0.118252E+04   0.188200E+02  -0.743825E+02   0.228475E+06  -0.319242E+01
  1101   0.118480E+04   0.185654E+02  -0.737642E+02   0.228075E+06  -0.328278E+01
  1102   0.118702E+04   0.183140E+02  -0.731285E+02   0.227677E+06  -0.336840E+01
  1103   0.118916E+04   0.180660E+02  -0.724748E+02   0.227280E+06  -0.344931E+01
  1104   0.119126E+04   0.178214E+02  -0.718043E+02   0.226884E+06  -0.352555E+01
  1105   0.119328E+04   0.175803E+02  -0.711172E+02   0.226488E+06  -0.359716E+01
  1106   0.119523E+04   0.173428E+02  -0.704138E+02   0.226094E+06  -0.366417E+01
  1107   0.119711E+04   0.171089E+02  -0.696944E+02   0.225701E+06  -0.372660E+01
  1108   0.119892E+04   0.168788E+02  -0.689595E+02   0.225308E+06  -0.378451E+01
  1109   0.120067E+04   0.166525E+02  -0.682095E+02   0.224917E+06  -0.383792E+01
  1110   0.120234E+04   0.164302E+02  -0.674447E+02   0.224526E+06  -0.388686E+01
  1111   0.120393E+04   0.162119E+02  -0.666657E+02   0.224136E+06  -0.393137E+01
  1112   0.120545E+04   0.159975E+02  -0.658726E+02   0.223748E+06  -0.397149E+01
  1113   0.120690E+04   0.157873E+02  -0.650662E+02   0.223360E+06  -0.400725E+01
  1114   0.120827E+04   0.155814E+02  -0.642466E+02   0.222973E+06  -0.403869E+01
  1115   0.120956E+04   0.153796E+02  -0.634143E+02   0.222587E+06  -0.406583E+01
  1116   0.121078E+04   0.151823E+02  -0.625699E+02   0.222202E+06  -0.408871E+01
  1117   0.121191E+04   0.149893E+02  -0.617136E+02   0.221818E+06  -0.410737E+01
  1118   0.121297E+04   0.148007E+02  -0.608458E+02   0.221435E+06  -0.412185E+01
  1119   0.121394E+04   0.146167E+02  -0.599671E+02   0.221053E+06  -0.413217E+01
  1120   0.121483E+04   0.144372E+02  -0.590778E+02   0.220672E+06  -0.413837E+01
  1121   0.121563E+04   0.142624E+02  -0.581783E+02   0.220291E+06  -0.414049E+01
  1122   0.121636E+04   0.140923E+02  -0.572691E+02   0.219912E+06  -0.413856E+01
  1123   0.121699E+04   0.139268E+02  -0.563505E+02   0.219533E+06  -0.413261E+01
  1124   0.121755E+04   0.137662E+02  -0.554231E+02   0.219156E+06  -0.412268E+01
  1125   0.121802E+04   0.136104E+02  -0.544871E+02   0.218779E+06  -0.410881E+01
  1126   0.121839E+04   0.134594E+02  -0.535433E+02   0.218403E+06  -0.409102E+01
  1127   0.121869E+04   0.133133E+02  -0.525919E+02   0.218028E+06  -0.406935E+01
  1128   0.121890E+04   0.131722E+02  -0.516337E+02   0.217654E+06  -0.404384E+01
  1129   0.121901E+04   0.130362E+02  -0.506689E+02   0.217281E+06  -0.401453E+01
  1130   0.121905E+04   0.129051E+02  -0.496981E+02   0.216909E+06  -0.398143E+01
  1131   0.121900E+04   0.127791E+02  -0.487219E+02   0.216537E+06  -0.394460E+01
  1132   0.121886E+04   0.126583E+02  -0.477405E+02   0.216167E+06  -0.390407E+01
  1133   0.121863E+04   0.125426E+02  -0.467545E+02   0.215797E+06  -0.385986E+01
  1134   0.121831E+04   0.124320E+02  -0.457643E+02   0.215429E+06  -0.381202E+01
  1135   0.121791E+04   0.123266E+02  -0.447703E+02   0.215061E+06  -0.376057E+01
  1136   0.121742E+04   0.122265E+02  -0.437729E+02   0.214694E+06  -0.370556E+01
  1137   0.121684E+04   0.121315E+02  -0.427727E+02   0.214328E+06  -0.364701E+01
  1138   0.121617E+04   0.120418E+02  -0.417699E+02   0.213963E+06  -0.358497E+01
  1139   0.121542E+04   0.119573E+02  -0.407651E+02   0.213598E+06  -0.351946E+01
  1140   0.121456E+04   0.118781E+02  -0.397587E+02   0.213235E+06  -0.345052E+01
  1141   0.121363E+04   0.118041E+02  -0.387512E+02   0.212872E+06  -0.337819E+01
  1142   0.121261E+04   0.117354E+02  -0.377431E+02   0.212510E+06  -0.330250E+01
  1143   0.121150E+04   0.116720E+02  -0.367348E+02   0.212149E+06  -0.322348E+01
  1144   0.121029E+04   0.116139E+02  -0.357268E+02   0.211789E+06  -0.314117E+01
  1145   0.120900E+04   0.115611E+02  -0.347194E+02   0.211430E+06  -0.305560E+01
  1146   0.120763E+04   0.115136E+02  -0.337133E+02   0.211072E+06  -0.296681E+01
  1147   0.120617E+04   0.114714E+02  -0.327088E+02   0.210714E+06  -0.287483E+01
  1148   0.120462E+04   0.114345E+02  -0.317062E+02   0.210358E+06  -0.277970E+01
  1149   0.120298E+04   0.114028E+02  -0.307061E+02   0.210002E+06  -0.268145E+01
  1150   0.120126E+04   0.113764E+02  -0.297088E+02   0.209647E+06  -0.258012E+01
  1151   0.119945E+04   0.113552E+02  -0.287148E+02   0.209293E+06  -0.247573E+01
  1152   0.119755E+04   0.113393E+02  -0.277246E+02   0.208940E+06  -0.236833E+01
  1153   0.119558E+04   0.113286E+02  -0.267385E+02   0.208587E+06  -0.225795E+01
  1154   0.119351E+04   0.113231E+02  -0.257570E+02   0.208235E+06  -0.214462E+01
  1155   0.119137E+04   0.113227E+02  -0.247806E+02   0.207885E+06  -0.202838E+01
  1156   0.118914E+04   0.113276E+02  -0.238096E+02   0.207535E+06  -0.190926E+01
  1157   0.118683E+04   0.113376E+02  -0.228444E+02   0.207186E+06  -0.178729E+01
  1158   0.118444E+04   0.113527E+02  -0.218857E+02   0.206837E+06  -0.166252E+01
  1159   0.118197E+04   0.113729E+02  -0.209337E+02   0.206490E+06  -0.153497E+01
  1160   0.117943E+04   0.113981E+02  -0.199888E+02   0.206143E+06  -0.140468E+01
  1161   0.117681E+04   0.114284E+02  -0.190515E+02   0.205797E+06  -0.127169E+01
  1162   0.117411E+04   0.114637E+02  -0.181220E+02   0.205452E+06  -0.113602E+01
  1163   0.117134E+04   0.115040E+02  -0.172009E+02   0.205108E+06  -0.997722E+00
  1164   0.116849E+04   0.115492E+02  -0.162884E+02   0.204764E+06  -0.856817E+00
  1165   0.116557E+04   0.115992E+02  -0.153850E+02   0.204422E+06  -0.713344E+00
  1166   0.116258E+04   0.116542E+02  -0.144910E+02   0.204080E+06  -0.567337E+00
  1167   0.115951E+04   0.117139E+02  -0.136067E+02   0.203739E+06  -0.418830E+00
  1168   0.115637E+04   0.117784E+02  -0.127326E+02   0.203399E+06  -0.267859E+00
  1169   0.115317E+04   0.118476E+02  -0.118690E+02   0.203059E+06  -0.114457E+00
  1170   0.114989E+04   0.119214E+02  -0.110162E+02   0.202721E+06   0.413407E-01
  1171   0.114655E+04   0.120000E+02  -0.101746E+02   0.202383E+06   0.199500E+00
  1172   0.114314E+04   0.120830E+02  -0.934457E+01   0.202046E+06   0.359987E+00
  1173   0.113967E+04   0.121706E+02  -0.852641E+01   0.201709E+06   0.522767E+00
  1174   0.113614E+04   0.122626E+02  -0.772050E+01   0.201374E+06   0.687805E+00
  1175   0.113254E+04   0.123591E+02  -0.692707E+01   0.201039E+06   0.855066E+00
  1176   0.112888E+04   0.124598E+02  -0.614646E+01   0.200705E+06   0.102452E+01
  1177   0.112516E+04   0.125649E+02  -0.537895E+01   0.200372E+06   0.119612E+01
  1178   0.112138E+04   0.126742E+02  -0.462485E+01   0.200040E+06   0.136985E+01
  1179   0.111755E+04   0.127876E+02  -0.388446E+01   0.199708E+06   0.154566E+01
  1180   0.111366E+04   0.129051E+02  -0.315806E+01   0.199377E+06   0.172353E+01
  1181   0.110971E+04   0.130266E+02  -0.244595E+01   0.199047E+06   0.190341E+01
  1182   0.110572E+04   0.131521E+02  -0.174837E+01   0.198718E+06   0.208528E+01
  1183   0.110167E+04   0.132815E+02  -0.106561E+01   0.198389E+06   0.226909E+01
  1184   0.109757E+04   0.134147E+02  -0.397909E+00   0.198061E+06   0.245482E+01
  1185   0.109342E+04   0.135516E+02   0.254450E+00   0.197734E+06   0.264243E+01
  1186   0.108922E+04   0.136922E+02   0.891207E+00   0.197408E+06   0.283188E+01
  1187   0.108497E+04   0.138363E+02   0.151211E+01   0.197083E+06   0.302314E+01
  1188   0.108069E+04   0.139840E+02   0.211696E+01   0.196758E+06   0.321618E+01
  1189   0.107635E+04   0.141351E+02   0.270555E+01   0.196434E+06   0.341097E+01
  1190   0.107197E+04   0.142895E+02   0.327769E+01   0.196111E+06   0.360746E+01
  1191   0.106756E+04   0.144472E+02   0.383320E+01   0.195788E+06   0.380562E+01
  1192   0.106310E+04   0.146081E+02   0.437187E+01   0.195466E+06   0.400542E+01
  1193   0.105861E+04   0.147722E+02   0.489352E+01   0.195145E+06   0.420683E+01
  1194   0.105409E+04   0.149391E+02   0.539797E+01   0.194825E+06   0.440980E+01
  1195   0.104953E+04   0.151090E+02   0.588505E+01   0.194505E+06   0.461431E+01
  1196   0.104494E+04   0.152818E+02   0.635464E+01   0.194187E+06   0.482032E+01
  1197   0.104032E+04   0.154574E+02   0.680658E+01   0.193869E+06   0.502780E+01
  1198   0.103567E+04   0.156355E+02   0.724074E+01   0.193551E+06   0.523671E+01
  1199   0.103099E+04   0.158163E+02   0.765691E+01   0.193235E+06   0.544702E+01
  1200   0.102629E+04   0.159995E+02   0.805508E+01   0.192919E+06   0.565869E+01
  1201   0.102156E+04   0.161852E+02   0.843497E+01   0.192603E+06   0.587169E+01
  1202   0.101681E+04   0.163732E+02   0.879664E+01   0.192289E+06   0.608599E+01
  1203   0.101204E+04   0.165633E+02   0.913987E+01   0.191975E+06   0.630155E+01
  1204   0.100725E+04   0.167556E+02   0.946464E+01   0.191662E+06   0.651833E+01
  1205   0.100244E+04   0.169499E+02   0.977079E+01   0.191350E+06   0.673632E+01
  1206   0.997619E+03   0.171461E+02   0.100583E+02   0.191038E+06   0.695546E+01
  1207   0.992780E+03   0.173441E+02   0.103271E+02   0.190727E+06   0.717574E+01
  1208   0.987932E+03   0.175440E+02   0.105771E+02   0.190417E+06   0.739711E+01
  1209   0.983077E+03   0.177454E+02   0.108083E+02   0.190108E+06   0.761954E+01
  1210   0.978206E+03   0.179484E+02   0.110205E+02   0.189799E+06   0.784300E+01
  1211   0.973327E+03   0.181529E+02   0.112138E+02   0.189491E+06   0.806746E+01
  1212   0.968448E+03   0.183587E+02   0.113883E+02   0.189183E+06   0.829288E+01
  1213   0.963561E+03   0.185658E+02   0.115438E+02   0.188877E+06   0.851923E+01
  1214   0.958672E+03   0.187741E+02   0.116803E+02   0.188571E+06   0.874647E+01
  1215   0.953791E+03   0.189835E+02   0.117979E+02   0.188265E+06   0.897458E+01
  1216   0.948901E+03   0.191938E+02   0.118964E+02   0.187961E+06   0.920351E+01
  1217   0.944017E+03   0.194050E+02   0.119760E+02   0.187657E+06   0.943325E+01
  1218   0.939140E+03   0.196170E+02   0.120367E+02   0.187354E+06   0.966374E+01
  1219   0.934270E+03   0.198296E+02   0.120783E+02   0.187051E+06   0.989497E+01
  1220   0.929398E+03   0.200428E+02   0.121010E+02   0.186749E+06   0.101269E+02
  1221   0.924548E+03   0.202565E+02   0.121048E+02   0.186448E+06   0.103595E+02
  1222   0.919696E+03   0.204705E+02   0.120896E+02   0.186148E+06   0.105927E+02
  1223   0.914865E+03   0.206848E+02   0.120557E+02   0.185848E+06   0.108265E+02
  1224   0.910040E+03   0.208994E+02   0.120030E+02   0.185549E+06   0.110609E+02
  1225   0.905236E+03   0.211139E+02   0.119318E+02   0.185250E+06   0.112958E+02
  1226   0.900446E+03   0.213285E+02   0.118421E+02   0.184952E+06   0.115312E+02
  1227   0.895676E+03   0.215430E+02   0.117339E+02   0.184655E+06   0.117670E+02
  1228   0.890927E+03   0.217573E+02   0.116076E+02   0.184359E+06   0.120033E+02
  1229   0.886206E+03   0.219713E+02   0.114631E+02   0.184063E+06   0.122400E+02
  1230   0.881505E+03   0.221850E+02   0.113006E+02   0.183768E+06   0.124770E+02
  1231   0.876825E+03   0.223982E+02   0.111201E+02   0.183473E+06   0.127144E+02
  1232   0.872173E+03   0.226109E+02   0.109220E+02   0.183179E+06   0.129521E+02
  1233   0.867556E+03   0.228228E+02   0.107061E+02   0.182886E+06   0.131900E+02
  1234   0.862959E+03   0.230339E+02   0.104727E+02   0.182594E+06   0.134282E+02
  1235   0.858398E+03   0.232443E+02   0.102218E+02   0.182302E+06   0.136666E+02
  1236   0.853864E+03   0.234537E+02   0.995368E+01   0.182011E+06   0.139051E+02
  1237   0.849365E+03   0.236620E+02   0.966842E+01   0.181720E+06   0.141438E+02
