#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.497769E+04  -0.367959E+02   0.169957E-03  -0.367959E+02   0.822287E+00  -0.729480E-06   0.169957E-03  -0.729480E-06   0.669163E-07
   178   0.500104E+04  -0.361373E+02   0.168497E-03  -0.361373E+02   0.811471E+00  -0.717908E-06   0.168497E-03  -0.717908E-06   0.665536E-07
   179   0.502396E+04  -0.354520E+02   0.167057E-03  -0.354520E+02   0.800733E+00  -0.705755E-06   0.167057E-03  -0.705755E-06   0.661938E-07
   180   0.504645E+04  -0.347403E+02   0.165637E-03  -0.347403E+02   0.790109E+00  -0.693053E-06   0.165637E-03  -0.693053E-06   0.658370E-07
   181   0.506850E+04  -0.340022E+02   0.164235E-03  -0.340022E+02   0.779628E+00  -0.679834E-06   0.164235E-03  -0.679834E-06   0.654831E-07
   182   0.509010E+04  -0.332379E+02   0.162851E-03  -0.332379E+02   0.769319E+00  -0.666130E-06   0.162851E-03  -0.666130E-06   0.651321E-07
   183   0.511125E+04  -0.324476E+02   0.161485E-03  -0.324476E+02   0.759203E+00  -0.651973E-06   0.161485E-03  -0.651973E-06   0.647840E-07
   184   0.513193E+04  -0.316313E+02   0.160136E-03  -0.316313E+02   0.749316E+00  -0.637396E-06   0.160136E-03  -0.637396E-06   0.644388E-07
   185   0.515214E+04  -0.307891E+02   0.158803E-03  -0.307891E+02   0.739693E+00  -0.622432E-06   0.158803E-03  -0.622432E-06   0.640964E-07
   186   0.517188E+04  -0.299212E+02   0.157487E-03  -0.299212E+02   0.730356E+00  -0.607111E-06   0.157487E-03  -0.607111E-06   0.637567E-07
   187   0.519114E+04  -0.290279E+02   0.156186E-03  -0.290279E+02   0.721335E+00  -0.591468E-06   0.156186E-03  -0.591468E-06   0.634199E-07
   188   0.520991E+04  -0.281093E+02   0.154900E-03  -0.281093E+02   0.712668E+00  -0.575533E-06   0.154900E-03  -0.575533E-06   0.630857E-07
   189   0.522818E+04  -0.271656E+02   0.153629E-03  -0.271656E+02   0.704385E+00  -0.559340E-06   0.153629E-03  -0.559340E-06   0.627543E-07
   190   0.524595E+04  -0.261971E+02   0.152372E-03  -0.261971E+02   0.696520E+00  -0.542920E-06   0.152372E-03  -0.542920E-06   0.624255E-07
   191   0.526322E+04  -0.252042E+02   0.151128E-03  -0.252042E+02   0.689103E+00  -0.526307E-06   0.151128E-03  -0.526307E-06   0.620994E-07
   192   0.527996E+04  -0.241868E+02   0.149897E-03  -0.241868E+02   0.682169E+00  -0.509531E-06   0.149897E-03  -0.509531E-06   0.617759E-07
   193   0.529618E+04  -0.231452E+02   0.148679E-03  -0.231452E+02   0.675748E+00  -0.492625E-06   0.148679E-03  -0.492625E-06   0.614551E-07
   194   0.531188E+04  -0.220799E+02   0.147472E-03  -0.220799E+02   0.669877E+00  -0.475623E-06   0.147472E-03  -0.475623E-06   0.611367E-07
   195   0.532704E+04  -0.209912E+02   0.146277E-03  -0.209912E+02   0.664589E+00  -0.458555E-06   0.146277E-03  -0.458555E-06   0.608209E-07
   196   0.534167E+04  -0.198794E+02   0.145093E-03  -0.198794E+02   0.659919E+00  -0.441455E-06   0.145093E-03  -0.441455E-06   0.605076E-07
   197   0.535577E+04  -0.187449E+02   0.143920E-03  -0.187449E+02   0.655904E+00  -0.424354E-06   0.143920E-03  -0.424354E-06   0.601968E-07
   198   0.536934E+04  -0.175879E+02   0.142756E-03  -0.175879E+02   0.652576E+00  -0.407285E-06   0.142756E-03  -0.407285E-06   0.598885E-07
   199   0.538236E+04  -0.164089E+02   0.141601E-03  -0.164089E+02   0.649972E+00  -0.390280E-06   0.141601E-03  -0.390280E-06   0.595825E-07
   200   0.539483E+04  -0.152083E+02   0.140455E-03  -0.152083E+02   0.648126E+00  -0.373372E-06   0.140455E-03  -0.373372E-06   0.592790E-07
   201   0.540676E+04  -0.139864E+02   0.139318E-03  -0.139864E+02   0.647074E+00  -0.356587E-06   0.139318E-03  -0.356587E-06   0.589778E-07
   202   0.541812E+04  -0.127436E+02   0.138189E-03  -0.127436E+02   0.646851E+00  -0.339928E-06   0.138189E-03  -0.339928E-06   0.586789E-07
   203   0.542890E+04  -0.114803E+02   0.137068E-03  -0.114803E+02   0.647494E+00  -0.323396E-06   0.137068E-03  -0.323396E-06   0.583824E-07
   204   0.543911E+04  -0.101969E+02   0.135955E-03  -0.101969E+02   0.649037E+00  -0.306987E-06   0.135955E-03  -0.306987E-06   0.580882E-07
   205   0.544872E+04  -0.889379E+01   0.134850E-03  -0.889379E+01   0.651517E+00  -0.290701E-06   0.134850E-03  -0.290701E-06   0.577962E-07
   206   0.545772E+04  -0.757138E+01   0.133754E-03  -0.757138E+01   0.654968E+00  -0.274535E-06   0.133754E-03  -0.274535E-06   0.575066E-07
   207   0.546612E+04  -0.622999E+01   0.132665E-03  -0.622999E+01   0.659428E+00  -0.258489E-06   0.132665E-03  -0.258489E-06   0.572191E-07
   208   0.547389E+04  -0.487021E+01   0.131584E-03  -0.487021E+01   0.664932E+00  -0.242560E-06   0.131584E-03  -0.242560E-06   0.569340E-07
   209   0.548107E+04  -0.349256E+01   0.130512E-03  -0.349256E+01   0.671513E+00  -0.226748E-06   0.130512E-03  -0.226748E-06   0.566510E-07
   210   0.548765E+04  -0.209755E+01   0.129447E-03  -0.209755E+01   0.679210E+00  -0.211049E-06   0.129447E-03  -0.211049E-06   0.563702E-07
   211   0.549363E+04  -0.685720E+00   0.128390E-03  -0.685720E+00   0.688059E+00  -0.195464E-06   0.128390E-03  -0.195464E-06   0.560916E-07
   212   0.549903E+04   0.742396E+00   0.127341E-03   0.742396E+00   0.698093E+00  -0.179990E-06   0.127341E-03  -0.179990E-06   0.558151E-07
   213   0.550385E+04   0.218627E+01   0.126299E-03   0.218627E+01   0.709349E+00  -0.164625E-06   0.126299E-03  -0.164625E-06   0.555408E-07
   214   0.550808E+04   0.364536E+01   0.125265E-03   0.364536E+01   0.721863E+00  -0.149369E-06   0.125265E-03  -0.149369E-06   0.552686E-07
   215   0.551175E+04   0.511912E+01   0.124239E-03   0.511912E+01   0.735665E+00  -0.134219E-06   0.124239E-03  -0.134219E-06   0.549984E-07
   216   0.551482E+04   0.660697E+01   0.123221E-03   0.660697E+01   0.750798E+00  -0.119174E-06   0.123221E-03  -0.119174E-06   0.547304E-07
   217   0.551730E+04   0.810831E+01   0.122210E-03   0.810831E+01   0.767291E+00  -0.104232E-06   0.122210E-03  -0.104232E-06   0.544644E-07
   218   0.551919E+04   0.962267E+01   0.121207E-03   0.962267E+01   0.785172E+00  -0.893922E-07   0.121207E-03  -0.893922E-07   0.542005E-07
   219   0.552048E+04   0.111494E+02   0.120211E-03   0.111494E+02   0.804486E+00  -0.746524E-07   0.120211E-03  -0.746524E-07   0.539386E-07
   220   0.552116E+04   0.126880E+02   0.119223E-03   0.126880E+02   0.825262E+00  -0.600111E-07   0.119223E-03  -0.600111E-07   0.536786E-07
   221   0.552125E+04   0.142377E+02   0.118242E-03   0.142377E+02   0.847527E+00  -0.454668E-07   0.118242E-03  -0.454668E-07   0.534207E-07
   222   0.552072E+04   0.157981E+02   0.117269E-03   0.157981E+02   0.871325E+00  -0.310178E-07   0.117269E-03  -0.310178E-07   0.531647E-07
   223   0.551958E+04   0.173685E+02   0.116302E-03   0.173685E+02   0.896678E+00  -0.166627E-07   0.116302E-03  -0.166627E-07   0.529107E-07
   224   0.551785E+04   0.189483E+02   0.115343E-03   0.189483E+02   0.923622E+00  -0.239971E-08   0.115343E-03  -0.239971E-08   0.526586E-07
   225   0.551551E+04   0.205367E+02   0.114392E-03   0.205367E+02   0.952178E+00   0.117726E-07   0.114392E-03   0.117726E-07   0.524084E-07
   226   0.551257E+04   0.221333E+02   0.113447E-03   0.221333E+02   0.982390E+00   0.258559E-07   0.113447E-03   0.258559E-07   0.521601E-07
   227   0.550903E+04   0.237373E+02   0.112510E-03   0.237373E+02   0.101429E+01   0.398518E-07   0.112510E-03   0.398518E-07   0.519137E-07
   228   0.550488E+04   0.253481E+02   0.111580E-03   0.253481E+02   0.104789E+01   0.537618E-07   0.111580E-03   0.537618E-07   0.516691E-07
   229   0.550015E+04   0.269650E+02   0.110657E-03   0.269650E+02   0.108323E+01   0.675876E-07   0.110657E-03   0.675876E-07   0.514263E-07
   230   0.549481E+04   0.285874E+02   0.109740E-03   0.285874E+02   0.112034E+01   0.813307E-07   0.109740E-03   0.813307E-07   0.511854E-07
   231   0.548889E+04   0.302146E+02   0.108831E-03   0.302146E+02   0.115924E+01   0.949927E-07   0.108831E-03   0.949927E-07   0.509462E-07
   232   0.548237E+04   0.318459E+02   0.107929E-03   0.318459E+02   0.119996E+01   0.108575E-06   0.107929E-03   0.108575E-06   0.507088E-07
   233   0.547527E+04   0.334806E+02   0.107034E-03   0.334806E+02   0.124253E+01   0.122080E-06   0.107034E-03   0.122080E-06   0.504732E-07
   234   0.546757E+04   0.351180E+02   0.106145E-03   0.351180E+02   0.128697E+01   0.135508E-06   0.106145E-03   0.135508E-06   0.502393E-07
   235   0.545929E+04   0.367575E+02   0.105264E-03   0.367575E+02   0.133331E+01   0.148862E-06   0.105264E-03   0.148862E-06   0.500072E-07
   236   0.545041E+04   0.383984E+02   0.104389E-03   0.383984E+02   0.138157E+01   0.162142E-06   0.104389E-03   0.162142E-06   0.497767E-07
   237   0.544097E+04   0.400398E+02   0.103520E-03   0.400398E+02   0.143177E+01   0.175351E-06   0.103520E-03   0.175351E-06   0.495479E-07
   238   0.543095E+04   0.416812E+02   0.102659E-03   0.416812E+02   0.148394E+01   0.188490E-06   0.102659E-03   0.188490E-06   0.493208E-07
   239   0.542035E+04   0.433219E+02   0.101804E-03   0.433219E+02   0.153808E+01   0.201560E-06   0.101804E-03   0.201560E-06   0.490953E-07
   240   0.540919E+04   0.449609E+02   0.100956E-03   0.449609E+02   0.159423E+01   0.214564E-06   0.100956E-03   0.214564E-06   0.488714E-07
   241   0.539745E+04   0.465979E+02   0.100114E-03   0.465979E+02   0.165241E+01   0.227502E-06   0.100114E-03   0.227502E-06   0.486492E-07
   242   0.538516E+04   0.482318E+02   0.992787E-04   0.482318E+02   0.171263E+01   0.240377E-06   0.992787E-04   0.240377E-06   0.484285E-07
   243   0.537231E+04   0.498620E+02   0.984499E-04   0.498620E+02   0.177491E+01   0.253190E-06   0.984499E-04   0.253190E-06   0.482094E-07
   244   0.535890E+04   0.514880E+02   0.976275E-04   0.514880E+02   0.183927E+01   0.265942E-06   0.976275E-04   0.265942E-06   0.479918E-07
   245   0.534494E+04   0.531089E+02   0.968115E-04   0.531089E+02   0.190573E+01   0.278636E-06   0.968115E-04   0.278636E-06   0.477758E-07
   246   0.533046E+04   0.547240E+02   0.960018E-04   0.547240E+02   0.197428E+01   0.291272E-06   0.960018E-04   0.291272E-06   0.475613E-07
   247   0.531543E+04   0.563328E+02   0.951984E-04   0.563328E+02   0.204496E+01   0.303853E-06   0.951984E-04   0.303853E-06   0.473482E-07
   248   0.529988E+04   0.579343E+02   0.944012E-04   0.579343E+02   0.211777E+01   0.316379E-06   0.944012E-04   0.316379E-06   0.471367E-07
   249   0.528380E+04   0.595280E+02   0.936102E-04   0.595280E+02   0.219273E+01   0.328853E-06   0.936102E-04   0.328853E-06   0.469265E-07
   250   0.526720E+04   0.611131E+02   0.928254E-04   0.611131E+02   0.226985E+01   0.341276E-06   0.928254E-04   0.341276E-06   0.467179E-07
   251   0.525009E+04   0.626888E+02   0.920466E-04   0.626888E+02   0.234912E+01   0.353649E-06   0.920466E-04   0.353649E-06   0.465106E-07
   252   0.523246E+04   0.642544E+02   0.912740E-04   0.642544E+02   0.243056E+01   0.365974E-06   0.912740E-04   0.365974E-06   0.463047E-07
   253   0.521432E+04   0.658090E+02   0.905073E-04   0.658090E+02   0.251418E+01   0.378249E-06   0.905073E-04   0.378249E-06   0.461003E-07
   254   0.519568E+04   0.673519E+02   0.897466E-04   0.673519E+02   0.259999E+01   0.390476E-06   0.897466E-04   0.390476E-06   0.458972E-07
   255   0.517652E+04   0.688824E+02   0.889917E-04   0.688824E+02   0.268799E+01   0.402653E-06   0.889917E-04   0.402653E-06   0.456955E-07
   256   0.515686E+04   0.703997E+02   0.882427E-04   0.703997E+02   0.277818E+01   0.414783E-06   0.882427E-04   0.414783E-06   0.454951E-07
   257   0.513671E+04   0.719032E+02   0.874995E-04   0.719032E+02   0.287057E+01   0.426864E-06   0.874995E-04   0.426864E-06   0.452961E-07
   258   0.511608E+04   0.733919E+02   0.867620E-04   0.733919E+02   0.296516E+01   0.438897E-06   0.867620E-04   0.438897E-06   0.450984E-07
   259   0.509498E+04   0.748663E+02   0.860302E-04   0.748663E+02   0.306196E+01   0.450882E-06   0.860302E-04   0.450882E-06   0.449021E-07
   260   0.507343E+04   0.763241E+02   0.853040E-04   0.763241E+02   0.316096E+01   0.462819E-06   0.853040E-04   0.462819E-06   0.447071E-07
   261   0.505142E+04   0.777662E+02   0.845833E-04   0.777662E+02   0.326216E+01   0.474708E-06   0.845833E-04   0.474708E-06   0.445134E-07
   262   0.502899E+04   0.791910E+02   0.838682E-04   0.791910E+02   0.336557E+01   0.486550E-06   0.838682E-04   0.486550E-06   0.443209E-07
   263   0.500614E+04   0.805987E+02   0.831585E-04   0.805987E+02   0.347118E+01   0.498345E-06   0.831585E-04   0.498345E-06   0.441298E-07
   264   0.498287E+04   0.819876E+02   0.824542E-04   0.819876E+02   0.357899E+01   0.510093E-06   0.824542E-04   0.510093E-06   0.439400E-07
   265   0.495919E+04   0.833586E+02   0.817553E-04   0.833586E+02   0.368899E+01   0.521793E-06   0.817553E-04   0.521793E-06   0.437514E-07
   266   0.493510E+04   0.847095E+02   0.810616E-04   0.847095E+02   0.380116E+01   0.533447E-06   0.810616E-04   0.533447E-06   0.435640E-07
   267   0.491062E+04   0.860396E+02   0.803732E-04   0.860396E+02   0.391550E+01   0.545054E-06   0.803732E-04   0.545054E-06   0.433779E-07
   268   0.488574E+04   0.873496E+02   0.796899E-04   0.873496E+02   0.403199E+01   0.556615E-06   0.796899E-04   0.556615E-06   0.431931E-07
   269   0.486047E+04   0.886373E+02   0.790118E-04   0.886373E+02   0.415064E+01   0.568130E-06   0.790118E-04   0.568130E-06   0.430094E-07
   270   0.483481E+04   0.899035E+02   0.783388E-04   0.899035E+02   0.427142E+01   0.579598E-06   0.783388E-04   0.579598E-06   0.428270E-07
   271   0.480879E+04   0.911460E+02   0.776708E-04   0.911460E+02   0.439431E+01   0.591021E-06   0.776708E-04   0.591021E-06   0.426457E-07
   272   0.478239E+04   0.923655E+02   0.770077E-04   0.923655E+02   0.451932E+01   0.602397E-06   0.770077E-04   0.602397E-06   0.424657E-07
   273   0.475566E+04   0.935606E+02   0.763495E-04   0.935606E+02   0.464640E+01   0.613729E-06   0.763495E-04   0.613729E-06   0.422868E-07
   274   0.472857E+04   0.947321E+02   0.756962E-04   0.947321E+02   0.477556E+01   0.625014E-06   0.756962E-04   0.625014E-06   0.421091E-07
   275   0.470114E+04   0.958777E+02   0.750477E-04   0.958777E+02   0.490675E+01   0.636255E-06   0.750477E-04   0.636255E-06   0.419326E-07
   276   0.467340E+04   0.969981E+02   0.744039E-04   0.969981E+02   0.503998E+01   0.647450E-06   0.744039E-04   0.647450E-06   0.417572E-07
   277   0.464534E+04   0.980921E+02   0.737649E-04   0.980921E+02   0.517522E+01   0.658601E-06   0.737649E-04   0.658601E-06   0.415829E-07
   278   0.461698E+04   0.991587E+02   0.731304E-04   0.991587E+02   0.531244E+01   0.669706E-06   0.731304E-04   0.669706E-06   0.414098E-07
   279   0.458832E+04   0.100199E+03   0.725006E-04   0.100199E+03   0.545162E+01   0.680768E-06   0.725006E-04   0.680768E-06   0.412377E-07
   280   0.455939E+04   0.101211E+03   0.718752E-04   0.101211E+03   0.559272E+01   0.691784E-06   0.718752E-04   0.691784E-06   0.410668E-07
   281   0.453017E+04   0.102195E+03   0.712543E-04   0.102195E+03   0.573572E+01   0.702757E-06   0.712543E-04   0.702757E-06   0.408970E-07
   282   0.450069E+04   0.103151E+03   0.706379E-04   0.103151E+03   0.588059E+01   0.713685E-06   0.706379E-04   0.713685E-06   0.407282E-07
   283   0.447096E+04   0.104077E+03   0.700258E-04   0.104077E+03   0.602731E+01   0.724570E-06   0.700258E-04   0.724570E-06   0.405605E-07
   284   0.444097E+04   0.104973E+03   0.694180E-04   0.104973E+03   0.617584E+01   0.735411E-06   0.694180E-04   0.735411E-06   0.403939E-07
   285   0.441076E+04   0.105839E+03   0.688145E-04   0.105839E+03   0.632614E+01   0.746208E-06   0.688145E-04   0.746208E-06   0.402284E-07
   286   0.438031E+04   0.106674E+03   0.682151E-04   0.106674E+03   0.647820E+01   0.756962E-06   0.682151E-04   0.756962E-06   0.400638E-07
   287   0.434965E+04   0.107480E+03   0.676200E-04   0.107480E+03   0.663195E+01   0.767673E-06   0.676200E-04   0.767673E-06   0.399003E-07
   288   0.431879E+04   0.108252E+03   0.670289E-04   0.108252E+03   0.678738E+01   0.778340E-06   0.670289E-04   0.778340E-06   0.397378E-07
   289   0.428773E+04   0.108994E+03   0.664418E-04   0.108994E+03   0.694445E+01   0.788965E-06   0.664418E-04   0.788965E-06   0.395763E-07
   290   0.425649E+04   0.109703E+03   0.658587E-04   0.109703E+03   0.710311E+01   0.799547E-06   0.658587E-04   0.799547E-06   0.394159E-07
   291   0.422507E+04   0.110380E+03   0.652795E-04   0.110380E+03   0.726334E+01   0.810087E-06   0.652795E-04   0.810087E-06   0.392563E-07
   292   0.419349E+04   0.111024E+03   0.647042E-04   0.111024E+03   0.742502E+01   0.820584E-06   0.647042E-04   0.820584E-06   0.390978E-07
   293   0.416174E+04   0.111635E+03   0.641327E-04   0.111635E+03   0.758821E+01   0.831039E-06   0.641327E-04   0.831039E-06   0.389403E-07
   294   0.412986E+04   0.112212E+03   0.635650E-04   0.112212E+03   0.775285E+01   0.841452E-06   0.635650E-04   0.841452E-06   0.387836E-07
   295   0.409783E+04   0.112755E+03   0.630010E-04   0.112755E+03   0.791878E+01   0.851823E-06   0.630010E-04   0.851823E-06   0.386280E-07
   296   0.406567E+04   0.113264E+03   0.624406E-04   0.113264E+03   0.808609E+01   0.862152E-06   0.624406E-04   0.862152E-06   0.384732E-07
   297   0.403338E+04   0.113737E+03   0.618838E-04   0.113737E+03   0.825462E+01   0.872440E-06   0.618838E-04   0.872440E-06   0.383194E-07
   298   0.400099E+04   0.114175E+03   0.613306E-04   0.114175E+03   0.842437E+01   0.882687E-06   0.613306E-04   0.882687E-06   0.381665E-07
   299   0.396849E+04   0.114578E+03   0.607809E-04   0.114578E+03   0.859527E+01   0.892892E-06   0.607809E-04   0.892892E-06   0.380145E-07
   300   0.393590E+04   0.114945E+03   0.602346E-04   0.114945E+03   0.876725E+01   0.903057E-06   0.602346E-04   0.903057E-06   0.378634E-07
   301   0.390324E+04   0.115277E+03   0.596917E-04   0.115277E+03   0.894039E+01   0.913179E-06   0.596917E-04   0.913179E-06   0.377131E-07
   302   0.387050E+04   0.115573E+03   0.591521E-04   0.115573E+03   0.911445E+01   0.923256E-06   0.591521E-04   0.923256E-06   0.375637E-07
   303   0.383772E+04   0.115833E+03   0.586160E-04   0.115833E+03   0.928953E+01   0.933282E-06   0.586160E-04   0.933282E-06   0.374152E-07
   304   0.380488E+04   0.116057E+03   0.580833E-04   0.116057E+03   0.946554E+01   0.943252E-06   0.580833E-04   0.943252E-06   0.372676E-07
   305   0.377203E+04   0.116245E+03   0.575539E-04   0.116245E+03   0.964242E+01   0.953162E-06   0.575539E-04   0.953162E-06   0.371208E-07
   306   0.373914E+04   0.116397E+03   0.570280E-04   0.116397E+03   0.982016E+01   0.963006E-06   0.570280E-04   0.963006E-06   0.369748E-07
   307   0.370624E+04   0.116512E+03   0.565056E-04   0.116512E+03   0.999863E+01   0.972778E-06   0.565056E-04   0.972778E-06   0.368297E-07
   308   0.367335E+04   0.116590E+03   0.559866E-04   0.116590E+03   0.101778E+02   0.982475E-06   0.559866E-04   0.982475E-06   0.366855E-07
   309   0.364046E+04   0.116633E+03   0.554710E-04   0.116633E+03   0.103577E+02   0.992092E-06   0.554710E-04   0.992092E-06   0.365420E-07
   310   0.360758E+04   0.116638E+03   0.549589E-04   0.116638E+03   0.105380E+02   0.100162E-05   0.549589E-04   0.100162E-05   0.363994E-07
   311   0.357474E+04   0.116606E+03   0.544503E-04   0.116606E+03   0.107189E+02   0.101106E-05   0.544503E-04   0.101106E-05   0.362576E-07
   312   0.354192E+04   0.116537E+03   0.539451E-04   0.116537E+03   0.109003E+02   0.102041E-05   0.539451E-04   0.102041E-05   0.361166E-07
   313   0.350916E+04   0.116430E+03   0.534434E-04   0.116430E+03   0.110821E+02   0.102965E-05   0.534434E-04   0.102965E-05   0.359764E-07
   314   0.347645E+04   0.116287E+03   0.529453E-04   0.116287E+03   0.112642E+02   0.103879E-05   0.529453E-04   0.103879E-05   0.358370E-07
   315   0.344380E+04   0.116106E+03   0.524506E-04   0.116106E+03   0.114465E+02   0.104781E-05   0.524506E-04   0.104781E-05   0.356984E-07
   316   0.341123E+04   0.115888E+03   0.519594E-04   0.115888E+03   0.116292E+02   0.105672E-05   0.519594E-04   0.105672E-05   0.355606E-07
   317   0.337875E+04   0.115633E+03   0.514718E-04   0.115633E+03   0.118119E+02   0.106552E-05   0.514718E-04   0.106552E-05   0.354235E-07
   318   0.334636E+04   0.115341E+03   0.509877E-04   0.115341E+03   0.119946E+02   0.107418E-05   0.509877E-04   0.107418E-05   0.352873E-07
